Date,Open,High,Low,Close,Adj Close,Volume
2004-01-01,17.959999084472656,18.68000030517578,14.010000228881836,16.6299991607666,16.6299991607666,0
2004-02-01,17.450000762939453,18.059999465942383,13.800000190734863,14.550000190734863,14.550000190734863,0
2004-03-01,14.90999984741211,22.670000076293945,13.829999923706055,16.739999771118164,16.739999771118164,0
2004-04-01,16.760000228881836,17.979999542236328,13.859999656677246,17.190000534057617,17.190000534057617,0
2004-05-01,17.690000534057617,20.450000762939453,15.1899995803833,15.5,15.5,0
2004-06-01,16.600000381469727,17.040000915527344,13.75,14.34000015258789,14.34000015258789,0
2004-07-01,14.739999771118164,17.93000030517578,13.34000015258789,15.319999694824219,15.319999694824219,0
2004-08-01,16.420000076293945,19.969999313354492,14.670000076293945,15.289999961853027,15.289999961853027,0
2004-09-01,15.390000343322754,15.979999542236328,13.15999984741211,13.34000015258789,13.34000015258789,0
2004-10-01,13.109999656677246,16.8700008392334,12.600000381469727,16.270000457763672,16.270000457763672,0
2004-11-01,16.43000030517578,16.760000228881836,12.5600004196167,13.239999771118164,13.239999771118164,0
2004-12-01,13.100000381469727,13.739999771118164,11.140000343322754,13.289999961853027,13.289999961853027,0
2005-01-01,13.390000343322754,14.75,12.289999961853027,12.819999694824219,12.819999694824219,0
2005-02-01,12.800000190734863,13.199999809265137,10.899999618530273,12.079999923706055,12.079999923706055,0
2005-03-01,11.949999809265137,14.890000343322754,11.65999984741211,14.020000457763672,14.020000457763672,0
2005-04-01,13.640000343322754,18.59000015258789,11.199999809265137,15.3100004196167,15.3100004196167,0
2005-05-01,15.449999809265137,17.700000762939453,11.649999618530273,13.289999961853027,13.289999961853027,0
2005-06-01,13.34000015258789,13.34000015258789,10.779999732971191,12.039999961853027,12.039999961853027,0
2005-07-01,11.75,13.920000076293945,9.880000114440918,11.569999694824219,11.569999694824219,0
2005-08-01,11.75,14.40999984741211,11.359999656677246,12.600000381469727,12.600000381469727,0
2005-09-01,12.859999656677246,14.390000343322754,11.069999694824219,11.920000076293945,11.920000076293945,0
2005-10-01,12.369999885559082,17.190000534057617,11.979999542236328,15.319999694824219,15.319999694824219,0
2005-11-01,14.850000381469727,15.65999984741211,10.5,12.0600004196167,12.0600004196167,0
2005-12-01,12.09000015258789,12.4399995803833,10.149999618530273,12.069999694824219,12.069999694824219,0
2006-01-01,12.25,14.5600004196167,10.8100004196167,12.949999809265137,12.949999809265137,0
2006-02-01,13.029999732971191,13.729999542236328,11.130000114440918,12.34000015258789,12.34000015258789,0
2006-03-01,12.050000190734863,13.34000015258789,10.529999732971191,11.390000343322754,11.390000343322754,0
2006-04-01,11.470000267028809,13.09000015258789,11.020000457763672,11.59000015258789,11.59000015258789,0
2006-05-01,11.829999923706055,19.8700008392334,11.180000305175781,16.440000534057617,16.440000534057617,0
2006-06-01,16.469999313354492,23.809999465942383,12.739999771118164,13.079999923706055,13.079999923706055,0
2006-07-01,13.289999961853027,19.579999923706055,12.770000457763672,14.949999809265137,14.949999809265137,0
2006-08-01,15.489999771118164,16.149999618530273,11.569999694824219,12.3100004196167,12.3100004196167,0
2006-09-01,12.140000343322754,14.489999771118164,10.739999771118164,11.979999542236328,11.979999542236328,0
2006-10-01,12.449999809265137,12.90999984741211,10.4399995803833,11.100000381469727,11.100000381469727,0
2006-11-01,10.930000305175781,12.550000190734863,9.8100004196167,10.90999984741211,10.90999984741211,0
2006-12-01,11.069999694824219,12.680000305175781,9.390000343322754,11.5600004196167,11.5600004196167,0
2007-01-01,12.15999984741211,12.829999923706055,9.869999885559082,10.420000076293945,10.420000076293945,0
2007-02-01,10.319999694824219,19.010000228881836,9.699999809265137,15.420000076293945,15.420000076293945,0
2007-03-01,17.760000228881836,21.25,11.210000038146973,14.640000343322754,14.640000343322754,0
2007-04-01,14.90999984741211,15.460000038146973,11.460000038146973,14.220000267028809,14.220000267028809,0
2007-05-01,14.100000381469727,14.600000381469727,12.079999923706055,13.050000190734863,13.050000190734863,0
2007-06-01,12.770000457763672,18.979999542236328,12.430000305175781,16.229999542236328,16.229999542236328,0
2007-07-01,16.479999542236328,24.170000076293945,14.670000076293945,23.520000457763672,23.520000457763672,0
2007-08-01,23.709999084472656,37.5,19.329999923706055,23.3799991607666,23.3799991607666,0
2007-09-01,21.93000030517578,28.81999969482422,16.90999984741211,18.0,18.0,0
2007-10-01,18.440000534057617,24.149999618530273,16.079999923706055,18.530000686645508,18.530000686645508,0
2007-11-01,19.889999389648438,31.09000015258789,17.3799991607666,22.8700008392334,22.8700008392334,0
2007-12-01,23.59000015258789,24.860000610351562,18.280000686645508,22.5,22.5,0
2008-01-01,22.579999923706055,37.56999969482422,22.110000610351562,26.200000762939453,26.200000762939453,0
2008-02-01,25.65999984741211,29.700000762939453,21.639999389648438,26.540000915527344,26.540000915527344,0
2008-03-01,27.540000915527344,35.599998474121094,22.290000915527344,25.610000610351562,25.610000610351562,0
2008-04-01,25.610000610351562,25.610000610351562,19.209999084472656,20.790000915527344,20.790000915527344,0
2008-05-01,20.780000686645508,20.950000762939453,15.819999694824219,17.829999923706055,17.829999923706055,0
2008-06-01,17.829999923706055,24.559999465942383,17.829999923706055,23.950000762939453,23.950000762939453,0
2008-07-01,25.139999389648438,30.809999465942383,20.729999542236328,22.940000534057617,22.940000534057617,0
2008-08-01,22.65999984741211,23.860000610351562,18.639999389648438,20.649999618530273,20.649999618530273,0
2008-09-01,20.649999618530273,48.400001525878906,20.469999313354492,39.38999938964844,39.38999938964844,0
2008-10-01,39.38999938964844,89.52999877929688,39.38999938964844,59.88999938964844,59.88999938964844,0
2008-11-01,60.16999816894531,81.4800033569336,44.25,55.279998779296875,55.279998779296875,0
2008-12-01,60.470001220703125,68.5999984741211,37.959999084472656,40.0,40.0,0
2009-01-01,39.58000183105469,57.36000061035156,36.880001068115234,44.84000015258789,44.84000015258789,0
2009-02-01,49.41999816894531,53.15999984741211,40.72999954223633,46.349998474121094,46.349998474121094,0
2009-03-01,49.959999084472656,53.25,38.790000915527344,44.13999938964844,44.13999938964844,0
2009-04-01,45.41999816894531,45.599998474121094,33.68000030517578,36.5,36.5,0
2009-05-01,36.5,36.880001068115234,26.56999969482422,28.920000076293945,28.920000076293945,0
2009-06-01,28.700000762939453,32.77000045776367,25.020000457763672,26.350000381469727,26.350000381469727,0
2009-07-01,25.729999542236328,33.04999923706055,23.0,25.920000076293945,25.920000076293945,0
2009-08-01,25.920000076293945,28.389999389648438,23.68000030517578,26.010000228881836,26.010000228881836,0
2009-09-01,26.010000228881836,29.56999969482422,22.190000534057617,25.610000610351562,25.610000610351562,0
2009-10-01,25.979999542236328,31.59000015258789,20.100000381469727,30.690000534057617,30.690000534057617,0
2009-11-01,30.700000762939453,31.84000015258789,20.049999237060547,24.510000228881836,24.510000228881836,0
2009-12-01,24.510000228881836,24.510000228881836,19.25,21.68000030517578,21.68000030517578,0
2010-01-01,21.68000030517578,28.010000228881836,16.860000610351562,24.6200008392334,24.6200008392334,0
2010-02-01,24.329999923706055,29.219999313354492,19.31999969482422,19.5,19.5,0
2010-03-01,19.93000030517578,19.940000534057617,16.170000076293945,17.59000015258789,17.59000015258789,0
2010-04-01,17.010000228881836,23.200000762939453,15.229999542236328,22.049999237060547,22.049999237060547,0
2010-05-01,22.40999984741211,48.20000076293945,19.610000610351562,32.06999969482422,32.06999969482422,0
2010-06-01,34.869998931884766,37.380001068115234,22.8700008392334,34.540000915527344,34.540000915527344,0
2010-07-01,34.40999984741211,37.58000183105469,21.860000610351562,23.5,23.5,0
2010-08-01,23.06999969482422,28.920000076293945,21.360000610351562,26.049999237060547,26.049999237060547,0
2010-09-01,25.1299991607666,25.1299991607666,20.850000381469727,23.700000762939453,23.700000762939453,0
2010-10-01,22.899999618530273,24.34000015258789,17.899999618530273,21.200000762939453,21.200000762939453,0
2010-11-01,21.649999618530273,23.84000015258789,17.760000228881836,23.540000915527344,23.540000915527344,0
2010-12-01,21.190000534057617,21.43000030517578,15.399999618530273,17.75,17.75,0
2011-01-01,17.940000534057617,20.079999923706055,15.369999885559082,19.530000686645508,19.530000686645508,0
2011-02-01,18.59000015258789,23.219999313354492,14.859999656677246,18.350000381469727,18.350000381469727,0
2011-03-01,17.6299991607666,31.280000686645508,17.06999969482422,17.739999771118164,17.739999771118164,0
2011-04-01,16.68000030517578,19.06999969482422,14.270000457763672,14.75,14.75,0
2011-05-01,15.069999694824219,20.030000686645508,15.069999694824219,15.449999809265137,15.449999809265137,0
2011-06-01,15.949999809265137,24.649999618530273,15.880000114440918,16.520000457763672,16.520000457763672,0
2011-07-01,16.059999465942383,25.940000534057617,15.119999885559082,25.25,25.25,0
2011-08-01,22.6299991607666,48.0,22.459999084472656,31.6200008392334,31.6200008392334,0
2011-09-01,31.90999984741211,43.869998931884766,30.43000030517578,42.959999084472656,42.959999084472656,0
2011-10-01,44.25,46.880001068115234,24.440000534057617,29.959999084472656,29.959999084472656,0
2011-11-01,36.029998779296875,37.529998779296875,27.030000686645508,27.799999237060547,27.799999237060547,0
2011-12-01,27.6299991607666,30.90999984741211,20.34000015258789,23.399999618530273,23.399999618530273,0
2012-01-01,22.950000762939453,23.729999542236328,16.799999237060547,19.440000534057617,19.440000534057617,0
2012-02-01,18.68000030517578,21.979999542236328,16.100000381469727,18.43000030517578,18.43000030517578,0
2012-03-01,18.020000457763672,21.239999771118164,13.65999984741211,15.5,15.5,0
2012-04-01,16.350000381469727,21.059999465942383,15.020000457763672,17.149999618530273,17.149999618530273,0
2012-05-01,17.270000457763672,25.459999084472656,16.010000228881836,24.059999465942383,24.059999465942383,0
2012-06-01,25.8700008392334,27.729999542236328,16.770000457763672,17.079999923706055,17.079999923706055,0
2012-07-01,17.6200008392334,21.0,15.449999809265137,18.93000030517578,18.93000030517578,0
2012-08-01,18.799999237060547,19.25,13.300000190734863,17.469999313354492,17.469999313354492,0
2012-09-01,18.649999618530273,18.959999084472656,13.510000228881836,15.729999542236328,15.729999542236328,0
2012-10-01,16.030000686645508,19.649999618530273,13.670000076293945,18.600000381469727,18.600000381469727,0
2012-11-01,17.770000457763672,19.399999618530273,14.770000457763672,15.869999885559082,15.869999885559082,0
2012-12-01,15.8100004196167,23.229999542236328,15.40999984741211,18.020000457763672,18.020000457763672,0
2013-01-01,15.239999771118164,15.930000305175781,12.289999961853027,14.279999732971191,14.279999732971191,0
2013-02-01,13.369999885559082,19.280000686645508,12.079999923706055,15.510000228881836,15.510000228881836,0
2013-03-01,16.100000381469727,16.81999969482422,11.050000190734863,12.699999809265137,12.699999809265137,0
2013-04-01,13.460000038146973,18.200000762939453,11.989999771118164,13.520000457763672,13.520000457763672,0
2013-05-01,13.880000114440918,16.350000381469727,12.260000228881836,16.299999237060547,16.299999237060547,0
2013-06-01,16.399999618530273,21.90999984741211,14.960000038146973,16.860000610351562,16.860000610351562,0
2013-07-01,16.899999618530273,17.31999969482422,12.069999694824219,13.449999809265137,13.449999809265137,0
2013-08-01,12.890000343322754,17.809999465942383,11.829999923706055,17.010000228881836,17.010000228881836,0
2013-09-01,16.469999313354492,17.489999771118164,12.520000457763672,16.600000381469727,16.600000381469727,0
2013-10-01,16.309999465942383,21.34000015258789,12.34000015258789,13.75,13.75,0
2013-11-01,13.460000038146973,14.140000343322754,11.989999771118164,13.699999809265137,13.699999809265137,0
2013-12-01,13.90999984741211,16.75,11.6899995803833,13.720000267028809,13.720000267028809,0
2014-01-01,14.319999694824219,18.989999771118164,11.8100004196167,18.40999984741211,18.40999984741211,0
2014-02-01,18.56999969482422,21.479999542236328,13.4399995803833,14.0,14.0,0
2014-03-01,16.469999313354492,18.219999313354492,13.460000038146973,13.880000114440918,13.880000114440918,0
2014-04-01,13.430000305175781,17.850000381469727,12.600000381469727,13.40999984741211,13.40999984741211,0
2014-05-01,13.640000343322754,14.489999771118164,11.319999694824219,11.399999618530273,11.399999618530273,0
2014-06-01,11.6899995803833,12.890000343322754,10.34000015258789,11.569999694824219,11.569999694824219,0
2014-07-01,11.279999732971191,17.110000610351562,10.279999732971191,16.950000762939453,16.950000762939453,0
2014-08-01,16.670000076293945,17.56999969482422,11.239999771118164,12.09000015258789,12.09000015258789,0
2014-09-01,12.319999694824219,17.079999923706055,11.520000457763672,16.309999465942383,16.309999465942383,0
2014-10-01,16.440000534057617,31.059999465942383,13.720000267028809,14.029999732971191,14.029999732971191,0
2014-11-01,14.40999984741211,15.930000305175781,11.90999984741211,13.329999923706055,13.329999923706055,0
2014-12-01,14.15999984741211,25.200000762939453,11.529999732971191,19.200000762939453,19.200000762939453,0
2015-01-01,17.760000228881836,23.43000030517578,15.520000457763672,20.969999313354492,20.969999313354492,0
2015-02-01,20.889999389648438,22.809999465942383,12.859999656677246,13.34000015258789,13.34000015258789,0
2015-03-01,13.899999618530273,17.190000534057617,12.539999961853027,15.289999961853027,15.289999961853027,0
2015-04-01,15.319999694824219,16.65999984741211,12.119999885559082,14.550000190734863,14.550000190734863,0
2015-05-01,13.979999542236328,16.360000610351562,11.819999694824219,13.84000015258789,13.84000015258789,0
